Transaction ID,Account Number,Customer ID,Transaction Type,Transaction Date and Time,Transaction Amount,Closing Balance,Transaction Mode,Transaction Status,Merchant Category Code,Merchant ID,Merchant Name,Transaction Location,Transaction Type,Payment Mode
TX42915,ACC2,CUSTOMER2,Refund,10/27/2024 17:25,374.84,7905.84,Mobile,Completed,Entertainment,MER545,Merchant 36,Location 9,Debit,Credit Card
TX85227,ACC2,CUSTOMER2,Transfer,3/5/2025 16:09,26.92,2571.26,Online,Failed,Entertainment,MER990,Merchant 56,Location 30,Credit,Net Banking
TX65576,ACC2,CUSTOMER2,Refund,11/13/2024 2:21,159.01,1515.59,Mobile,Pending,Electronics,MER438,Merchant 13,Location 5,Credit,Wallet
TX95369,ACC2,CUSTOMER2,Transfer,11/8/2024 22:49,210.81,7112.83,Offline,Completed,Electronics,MER245,Merchant 18,Location 31,Debit,Debit Card
TX84068,ACC2,CUSTOMER2,Transfer,10/31/2024 22:33,234.72,1662.16,Mobile,Completed,Groceries,MER664,Merchant 54,Location 7,Credit,Wallet
TX54815,ACC2,CUSTOMER2,Refund,1/6/2025 5:41,68.16,6837.73,Online,Completed,Electronics,MER359,Merchant 87,Location 48,Credit,Net Banking
TX17740,ACC2,CUSTOMER2,Refund,1/4/2025 15:36,475.21,2162.08,Offline,Failed,Clothing,MER682,Merchant 5,Location 33,Credit,Debit Card
TX95300,ACC2,CUSTOMER2,Purchase,9/19/2024 19:50,337.64,1302.37,Offline,Failed,Electronics,MER687,Merchant 14,Location 32,Debit,Wallet
TX59348,ACC2,CUSTOMER2,Refund,12/28/2024 20:09,418.74,8374.04,Offline,Pending,Groceries,MER469,Merchant 33,Location 29,Debit,Net Banking
TX85814,ACC2,CUSTOMER2,Refund,12/15/2024 2:44,202.15,8597.51,Online,Pending,Electronics,MER699,Merchant 46,Location 19,Debit,Wallet
TX69978,ACC2,CUSTOMER2,Refund,12/12/2024 5:29,481.37,6599.98,Online,Completed,Entertainment,MER609,Merchant 61,Location 30,Debit,Credit Card
TX24193,ACC2,CUSTOMER2,Purchase,3/7/2025 18:12,127.05,5065.51,Offline,Completed,Electronics,MER123,Merchant 66,Location 36,Debit,Net Banking
TX95972,ACC2,CUSTOMER2,Purchase,2/4/2025 22:17,29.35,3331.82,Online,Completed,Electronics,MER678,Merchant 98,Location 39,Credit,Debit Card
TX58936,ACC2,CUSTOMER2,Transfer,3/2/2025 13:36,76.9,2463.66,Mobile,Failed,Clothing,MER619,Merchant 13,Location 22,Credit,Wallet
TX95716,ACC2,CUSTOMER2,Transfer,9/29/2024 3:14,250.64,4302.04,Mobile,Pending,Groceries,MER507,Merchant 16,Location 39,Credit,Debit Card
TX40002,ACC2,CUSTOMER2,Purchase,12/30/2024 0:44,156.34,3086.22,Mobile,Completed,Entertainment,MER702,Merchant 14,Location 27,Credit,Debit Card
TX27597,ACC2,CUSTOMER2,Refund,10/7/2024 7:39,203.13,7933.73,Offline,Completed,Electronics,MER927,Merchant 56,Location 33,Credit,Net Banking
TX79860,ACC2,CUSTOMER2,Transfer,2/16/2025 0:23,184.53,8630.68,Mobile,Failed,Clothing,MER395,Merchant 52,Location 24,Credit,Wallet
TX45560,ACC2,CUSTOMER2,Purchase,11/2/2024 23:02,319.44,943.92,Mobile,Failed,Clothing,MER493,Merchant 32,Location 39,Credit,Wallet
TX78924,ACC2,CUSTOMER2,Purchase,2/2/2025 22:19,280.75,8533.01,Offline,Failed,Entertainment,MER337,Merchant 64,Location 17,Debit,Credit Card
TX11078,ACC2,CUSTOMER2,Transfer,12/19/2024 15:50,47.8,5978.46,Offline,Pending,Groceries,MER493,Merchant 93,Location 16,Credit,Net Banking
TX64414,ACC2,CUSTOMER2,Refund,12/21/2024 11:15,250.99,7009.76,Online,Pending,Groceries,MER825,Merchant 89,Location 11,Debit,Debit Card
TX72698,ACC2,CUSTOMER2,Transfer,1/7/2025 8:52,21.99,2210.76,Offline,Completed,Groceries,MER792,Merchant 48,Location 23,Debit,Debit Card
TX95113,ACC2,CUSTOMER2,Refund,1/7/2025 10:37,275.86,8040.62,Online,Failed,Entertainment,MER648,Merchant 80,Location 8,Debit,Debit Card
TX41393,ACC2,CUSTOMER2,Transfer,12/29/2024 2:03,358.19,2782.94,Offline,Completed,Clothing,MER119,Merchant 8,Location 1,Credit,Wallet
TX65050,ACC2,CUSTOMER2,Transfer,9/26/2024 0:30,192.32,2740.21,Offline,Completed,Electronics,MER898,Merchant 21,Location 37,Credit,Wallet
TX24192,ACC2,CUSTOMER2,Transfer,12/8/2024 5:33,432.6,2012.04,Online,Failed,Groceries,MER347,Merchant 84,Location 36,Debit,Wallet
TX25207,ACC2,CUSTOMER2,Transfer,11/24/2024 7:06,180.26,8505.52,Mobile,Failed,Groceries,MER713,Merchant 28,Location 5,Debit,Net Banking
TX57093,ACC2,CUSTOMER2,Refund,10/25/2024 21:17,72.23,2849.92,Mobile,Failed,Entertainment,MER149,Merchant 94,Location 41,Credit,Debit Card
TX53328,ACC2,CUSTOMER2,Transfer,11/29/2024 2:49,433.95,1284.41,Offline,Pending,Clothing,MER381,Merchant 20,Location 49,Debit,Debit Card
TX83812,ACC2,CUSTOMER2,Transfer,10/11/2024 16:58,77.92,5556.34,Mobile,Failed,Clothing,MER970,Merchant 90,Location 10,Debit,Net Banking
TX25642,ACC2,CUSTOMER2,Purchase,11/9/2024 19:44,352.93,2771.97,Offline,Failed,Entertainment,MER316,Merchant 12,Location 39,Credit,Wallet
TX21050,ACC2,CUSTOMER2,Refund,12/21/2024 7:44,51.3,4232.72,Mobile,Failed,Clothing,MER780,Merchant 31,Location 2,Credit,Credit Card
TX87118,ACC2,CUSTOMER2,Purchase,10/6/2024 14:01,158.97,4130.88,Offline,Completed,Electronics,MER206,Merchant 41,Location 2,Debit,Debit Card
TX16208,ACC2,CUSTOMER2,Refund,2/22/2025 12:19,184.32,9215.94,Offline,Completed,Groceries,MER987,Merchant 11,Location 41,Debit,Wallet
TX83313,ACC2,CUSTOMER2,Transfer,1/3/2025 12:07,105.17,560.67,Offline,Completed,Groceries,MER218,Merchant 60,Location 2,Debit,Net Banking
TX68124,ACC2,CUSTOMER2,Refund,10/1/2024 0:37,352.65,5709.91,Mobile,Pending,Clothing,MER678,Merchant 13,Location 43,Credit,Debit Card
TX13771,ACC2,CUSTOMER2,Refund,11/9/2024 1:37,405.57,1400.53,Mobile,Pending,Electronics,MER640,Merchant 65,Location 31,Debit,Net Banking
TX53390,ACC2,CUSTOMER2,Purchase,10/29/2024 14:08,125.22,909.92,Online,Pending,Clothing,MER637,Merchant 30,Location 11,Credit,Debit Card
TX17171,ACC2,CUSTOMER2,Purchase,10/28/2024 12:02,269.15,4212.81,Mobile,Pending,Electronics,MER447,Merchant 31,Location 38,Debit,Net Banking
TX42848,ACC2,CUSTOMER2,Purchase,2/26/2025 14:24,153.12,3477.02,Online,Completed,Electronics,MER616,Merchant 28,Location 11,Credit,Wallet
TX16893,ACC2,CUSTOMER2,Transfer,1/14/2025 1:07,361.33,8436.57,Mobile,Pending,Clothing,MER303,Merchant 98,Location 28,Debit,Credit Card
TX71969,ACC2,CUSTOMER2,Refund,2/26/2025 2:41,380.62,3711.12,Offline,Pending,Clothing,MER328,Merchant 96,Location 16,Credit,Debit Card
TX72348,ACC2,CUSTOMER2,Purchase,9/15/2024 12:37,199.64,7691.35,Offline,Pending,Entertainment,MER887,Merchant 38,Location 7,Credit,Net Banking
TX30740,ACC2,CUSTOMER2,Purchase,1/10/2025 0:22,470.38,7229.42,Mobile,Completed,Clothing,MER455,Merchant 30,Location 34,Debit,Credit Card
TX61334,ACC2,CUSTOMER2,Transfer,11/22/2024 3:55,353.7,7986.62,Online,Failed,Electronics,MER739,Merchant 73,Location 22,Debit,Credit Card
TX11377,ACC2,CUSTOMER2,Transfer,10/6/2024 5:02,93.66,2973.44,Online,Failed,Entertainment,MER159,Merchant 3,Location 32,Credit,Credit Card
TX85867,ACC2,CUSTOMER2,Purchase,11/3/2024 8:47,363.02,7655.71,Offline,Pending,Groceries,MER660,Merchant 6,Location 40,Debit,Wallet
TX51151,ACC2,CUSTOMER2,Refund,11/23/2024 7:20,241.2,1223,Mobile,Pending,Groceries,MER762,Merchant 63,Location 15,Credit,Credit Card
TX28432,ACC2,CUSTOMER2,Refund,11/22/2024 13:02,125.86,8656.24,Offline,Completed,Entertainment,MER578,Merchant 98,Location 15,Debit,Debit Card
TX66705,ACC2,CUSTOMER2,Purchase,2/16/2025 9:59,370.91,5314.53,Online,Pending,Groceries,MER690,Merchant 44,Location 43,Credit,Debit Card
TX26070,ACC2,CUSTOMER2,Purchase,11/9/2024 9:09,300.87,9452.48,Online,Failed,Groceries,MER772,Merchant 20,Location 39,Credit,Net Banking
TX42489,ACC2,CUSTOMER2,Purchase,10/19/2024 0:00,116.26,5808,Mobile,Pending,Entertainment,MER778,Merchant 70,Location 3,Debit,Debit Card
TX89178,ACC2,CUSTOMER2,Transfer,11/1/2024 9:31,252.47,346.71,Online,Pending,Clothing,MER440,Merchant 60,Location 50,Debit,Net Banking
TX59204,ACC2,CUSTOMER2,Transfer,12/22/2024 13:09,326.24,5620.23,Offline,Failed,Groceries,MER739,Merchant 63,Location 13,Debit,Credit Card
TX56134,ACC2,CUSTOMER2,Transfer,1/7/2025 6:29,487.67,8403.28,Offline,Completed,Clothing,MER269,Merchant 11,Location 11,Debit,Net Banking
TX23267,ACC2,CUSTOMER2,Refund,9/23/2024 17:37,193.67,6200.37,Offline,Failed,Groceries,MER250,Merchant 74,Location 49,Credit,Wallet
TX63688,ACC2,CUSTOMER2,Refund,3/10/2025 12:14,258.6,1284.8,Mobile,Failed,Electronics,MER771,Merchant 77,Location 41,Debit,Credit Card
TX97569,ACC2,CUSTOMER2,Transfer,9/20/2024 6:59,249.74,5457.21,Mobile,Failed,Electronics,MER851,Merchant 57,Location 2,Credit,Credit Card
TX59407,ACC2,CUSTOMER2,Refund,3/8/2025 5:30,234.69,920.97,Offline,Failed,Electronics,MER225,Merchant 23,Location 3,Credit,Credit Card
TX18853,ACC2,CUSTOMER2,Purchase,2/7/2025 19:20,14.67,6631.74,Online,Failed,Groceries,MER592,Merchant 65,Location 19,Debit,Net Banking
TX51534,ACC2,CUSTOMER2,Refund,1/18/2025 8:40,313.91,3284.44,Online,Completed,Entertainment,MER497,Merchant 84,Location 26,Credit,Credit Card
TX92006,ACC2,CUSTOMER2,Refund,3/10/2025 16:18,248.79,2996.92,Offline,Failed,Groceries,MER441,Merchant 43,Location 46,Debit,Credit Card
TX37004,ACC2,CUSTOMER2,Refund,1/10/2025 2:24,324.79,8058.29,Online,Pending,Groceries,MER210,Merchant 16,Location 16,Debit,Wallet
TX90533,ACC2,CUSTOMER2,Transfer,1/4/2025 4:07,391.59,8824.02,Offline,Completed,Electronics,MER892,Merchant 2,Location 39,Debit,Net Banking
TX41790,ACC2,CUSTOMER2,Purchase,1/24/2025 11:38,63.09,1598.74,Offline,Failed,Clothing,MER647,Merchant 71,Location 19,Debit,Wallet
TX42062,ACC2,CUSTOMER2,Purchase,9/18/2024 22:33,269.64,5876.4,Online,Pending,Clothing,MER767,Merchant 50,Location 10,Debit,Debit Card
TX98769,ACC2,CUSTOMER2,Refund,9/29/2024 14:11,395.48,2101.78,Online,Pending,Electronics,MER194,Merchant 54,Location 18,Credit,Credit Card
TX37795,ACC2,CUSTOMER2,Transfer,12/7/2024 4:28,179.23,997.52,Mobile,Failed,Entertainment,MER148,Merchant 100,Location 16,Credit,Debit Card
TX42546,ACC2,CUSTOMER2,Refund,2/6/2025 16:58,308.23,3310.5,Offline,Pending,Groceries,MER930,Merchant 38,Location 2,Debit,Credit Card
TX51691,ACC2,CUSTOMER2,Purchase,9/30/2024 13:21,79.61,8856.57,Online,Pending,Clothing,MER861,Merchant 66,Location 45,Credit,Wallet
TX72850,ACC2,CUSTOMER2,Purchase,3/3/2025 23:41,141.97,7982.73,Offline,Failed,Electronics,MER814,Merchant 46,Location 48,Debit,Debit Card
TX29233,ACC2,CUSTOMER2,Transfer,1/22/2025 21:47,49.57,6763.16,Mobile,Completed,Groceries,MER999,Merchant 29,Location 45,Debit,Wallet
TX99330,ACC2,CUSTOMER2,Refund,1/10/2025 18:51,400.09,1756.34,Offline,Completed,Electronics,MER254,Merchant 11,Location 36,Debit,Net Banking
TX85975,ACC2,CUSTOMER2,Refund,10/4/2024 4:55,79.03,3034.29,Mobile,Pending,Clothing,MER769,Merchant 82,Location 8,Debit,Wallet
TX22786,ACC2,CUSTOMER2,Refund,9/14/2024 21:33,271.73,3638.09,Mobile,Pending,Groceries,MER529,Merchant 43,Location 19,Debit,Credit Card
TX59490,ACC2,CUSTOMER2,Refund,10/5/2024 4:25,60.57,7514.47,Mobile,Failed,Entertainment,MER133,Merchant 37,Location 18,Credit,Credit Card
TX84039,ACC2,CUSTOMER2,Purchase,11/12/2024 17:04,400.91,1038.05,Offline,Completed,Entertainment,MER255,Merchant 79,Location 37,Debit,Net Banking
TX31288,ACC2,CUSTOMER2,Transfer,12/27/2024 17:19,427.62,1133.03,Online,Completed,Clothing,MER945,Merchant 98,Location 50,Credit,Wallet
TX29060,ACC2,CUSTOMER2,Transfer,10/22/2024 21:17,438.19,8441.25,Mobile,Completed,Groceries,MER999,Merchant 51,Location 2,Credit,Net Banking
TX99283,ACC2,CUSTOMER2,Refund,2/11/2025 14:50,397.14,743.12,Online,Failed,Electronics,MER841,Merchant 82,Location 23,Debit,Credit Card
TX73909,ACC2,CUSTOMER2,Transfer,11/1/2024 0:18,218.78,1347.55,Mobile,Completed,Entertainment,MER509,Merchant 17,Location 30,Debit,Debit Card
TX54529,ACC2,CUSTOMER2,Purchase,2/11/2025 7:33,424.47,3205.03,Online,Failed,Groceries,MER685,Merchant 57,Location 14,Debit,Debit Card
TX34108,ACC2,CUSTOMER2,Refund,10/5/2024 4:07,201.91,6517.75,Offline,Failed,Entertainment,MER595,Merchant 23,Location 26,Credit,Debit Card
TX28200,ACC2,CUSTOMER2,Refund,1/8/2025 11:43,444.4,5926.97,Mobile,Failed,Clothing,MER595,Merchant 67,Location 48,Debit,Debit Card
TX83634,ACC2,CUSTOMER2,Purchase,9/20/2024 2:04,131.31,6362.73,Offline,Pending,Entertainment,MER565,Merchant 66,Location 6,Credit,Wallet
TX73176,ACC2,CUSTOMER2,Purchase,1/16/2025 1:49,221.9,1614.49,Offline,Failed,Entertainment,MER266,Merchant 38,Location 39,Debit,Credit Card
TX76091,ACC2,CUSTOMER2,Refund,1/4/2025 18:19,457.93,7233.92,Online,Completed,Clothing,MER335,Merchant 28,Location 5,Debit,Net Banking
TX76708,ACC2,CUSTOMER2,Refund,1/21/2025 21:35,437.2,1951.87,Online,Pending,Entertainment,MER800,Merchant 95,Location 49,Debit,Wallet
TX80312,ACC2,CUSTOMER2,Purchase,10/1/2024 15:53,199.59,5374.74,Online,Failed,Entertainment,MER725,Merchant 77,Location 34,Debit,Debit Card
TX71096,ACC2,CUSTOMER2,Purchase,9/14/2024 7:19,55.31,9465.88,Offline,Failed,Groceries,MER323,Merchant 2,Location 5,Credit,Net Banking
TX88870,ACC2,CUSTOMER2,Refund,12/21/2024 12:23,326.52,5525.4,Online,Failed,Entertainment,MER768,Merchant 55,Location 3,Credit,Net Banking
TX98600,ACC2,CUSTOMER2,Transfer,2/18/2025 9:51,221.2,1477,Online,Completed,Entertainment,MER966,Merchant 89,Location 40,Credit,Credit Card
TX75775,ACC2,CUSTOMER2,Refund,2/5/2025 1:09,232.22,2068.44,Offline,Pending,Entertainment,MER111,Merchant 27,Location 38,Debit,Credit Card
TX96947,ACC2,CUSTOMER2,Transfer,1/27/2025 23:18,239.27,2769.68,Online,Failed,Electronics,MER660,Merchant 20,Location 25,Debit,Net Banking
TX81566,ACC2,CUSTOMER2,Transfer,11/8/2024 23:30,322.07,2072.49,Mobile,Completed,Entertainment,MER844,Merchant 80,Location 25,Debit,Credit Card
TX95815,ACC2,CUSTOMER2,Transfer,1/6/2025 5:49,206.97,3169.88,Online,Failed,Groceries,MER605,Merchant 42,Location 33,Credit,Wallet
TX32801,ACC2,CUSTOMER2,Refund,1/10/2025 21:33,250.4,7946.17,Online,Failed,Entertainment,MER700,Merchant 93,Location 31,Credit,Debit Card
TX86747,ACC2,CUSTOMER2,Refund,12/12/2024 14:48,423.27,9750.01,Mobile,Failed,Clothing,MER829,Merchant 68,Location 2,Credit,Wallet
TX57527,ACC2,CUSTOMER2,Transfer,1/31/2025 9:32,199.36,7553.74,Online,Pending,Entertainment,MER189,Merchant 63,Location 17,Debit,Net Banking
TX84857,ACC2,CUSTOMER2,Refund,3/4/2025 9:44,194.38,2041.59,Offline,Completed,Groceries,MER295,Merchant 8,Location 45,Debit,Credit Card
TX39673,ACC2,CUSTOMER2,Purchase,11/14/2024 19:20,105.93,2902.43,Mobile,Completed,Clothing,MER875,Merchant 41,Location 26,Debit,Wallet
TX24773,ACC2,CUSTOMER2,Purchase,12/12/2024 20:54,63.33,7363.12,Offline,Failed,Electronics,MER883,Merchant 16,Location 10,Credit,Credit Card
TX13974,ACC2,CUSTOMER2,Purchase,10/26/2024 10:27,453.85,776.94,Offline,Completed,Electronics,MER938,Merchant 22,Location 46,Debit,Net Banking
TX31814,ACC2,CUSTOMER2,Refund,12/18/2024 1:49,108.89,2911.1,Mobile,Pending,Entertainment,MER197,Merchant 71,Location 5,Debit,Net Banking
TX61036,ACC2,CUSTOMER2,Transfer,11/29/2024 1:08,388.2,3196.89,Offline,Pending,Electronics,MER683,Merchant 26,Location 44,Credit,Credit Card
TX58453,ACC2,CUSTOMER2,Purchase,12/31/2024 11:23,449.59,5546.28,Mobile,Completed,Clothing,MER442,Merchant 64,Location 6,Credit,Credit Card
TX52768,ACC2,CUSTOMER2,Transfer,2/13/2025 22:39,270.6,7272.61,Offline,Completed,Clothing,MER432,Merchant 89,Location 24,Credit,Debit Card
TX41838,ACC2,CUSTOMER2,Purchase,2/20/2025 16:14,320.68,7426.35,Online,Completed,Electronics,MER296,Merchant 42,Location 19,Credit,Net Banking
TX45055,ACC2,CUSTOMER2,Transfer,10/20/2024 18:55,51.21,9239.75,Offline,Completed,Electronics,MER131,Merchant 18,Location 48,Credit,Credit Card
TX66158,ACC2,CUSTOMER2,Refund,3/5/2025 14:20,123.87,1330.66,Offline,Failed,Entertainment,MER473,Merchant 74,Location 40,Credit,Wallet
TX52614,ACC2,CUSTOMER2,Purchase,10/23/2024 1:33,37.16,1339.58,Mobile,Failed,Electronics,MER763,Merchant 68,Location 7,Debit,Net Banking
TX28061,ACC2,CUSTOMER2,Refund,1/13/2025 14:31,427.63,8892.2,Mobile,Completed,Groceries,MER639,Merchant 81,Location 15,Debit,Credit Card
TX48765,ACC2,CUSTOMER2,Purchase,2/12/2025 15:24,297.38,4069.15,Online,Pending,Entertainment,MER667,Merchant 49,Location 11,Debit,Credit Card
TX72013,ACC2,CUSTOMER2,Purchase,9/29/2024 22:57,436.1,3842.29,Mobile,Completed,Electronics,MER914,Merchant 65,Location 18,Credit,Wallet
TX11719,ACC2,CUSTOMER2,Transfer,1/2/2025 1:33,441.54,1321,Online,Completed,Groceries,MER207,Merchant 21,Location 11,Credit,Net Banking
TX31743,ACC2,CUSTOMER2,Purchase,2/19/2025 10:03,82.19,7697.73,Online,Pending,Entertainment,MER201,Merchant 75,Location 42,Debit,Debit Card
TX71475,ACC2,CUSTOMER2,Transfer,11/26/2024 18:52,427.83,2137.11,Offline,Completed,Entertainment,MER333,Merchant 28,Location 5,Debit,Net Banking
TX20239,ACC2,CUSTOMER2,Transfer,1/23/2025 6:55,371.79,2053.39,Offline,Failed,Entertainment,MER303,Merchant 87,Location 31,Credit,Credit Card
TX31697,ACC2,CUSTOMER2,Transfer,10/28/2024 1:07,208.18,9023.17,Offline,Completed,Clothing,MER778,Merchant 54,Location 45,Debit,Net Banking
TX49879,ACC2,CUSTOMER2,Purchase,1/26/2025 3:37,177.63,2769.75,Mobile,Pending,Entertainment,MER314,Merchant 41,Location 14,Debit,Wallet
TX25020,ACC2,CUSTOMER2,Refund,12/9/2024 2:56,345.83,3120.04,Offline,Failed,Electronics,MER594,Merchant 15,Location 10,Debit,Debit Card
TX40392,ACC2,CUSTOMER2,Purchase,11/14/2024 18:34,82.49,8447.59,Offline,Completed,Entertainment,MER199,Merchant 19,Location 10,Credit,Credit Card
TX33160,ACC2,CUSTOMER2,Refund,11/25/2024 10:22,438.39,7681.49,Online,Completed,Entertainment,MER334,Merchant 63,Location 36,Credit,Net Banking
TX66959,ACC2,CUSTOMER2,Purchase,2/1/2025 8:14,84.54,5474.46,Online,Completed,Electronics,MER920,Merchant 27,Location 1,Credit,Credit Card
TX74546,ACC2,CUSTOMER2,Purchase,11/12/2024 8:48,257.59,9180.75,Offline,Pending,Groceries,MER194,Merchant 15,Location 21,Credit,Debit Card
TX96004,ACC2,CUSTOMER2,Purchase,11/24/2024 1:03,382.91,152.41,Offline,Failed,Groceries,MER190,Merchant 40,Location 17,Debit,Wallet
TX73398,ACC2,CUSTOMER2,Transfer,2/7/2025 21:18,148.5,4164.1,Mobile,Pending,Electronics,MER747,Merchant 31,Location 46,Credit,Credit Card
TX90607,ACC2,CUSTOMER2,Transfer,11/7/2024 9:49,306.94,8812.92,Offline,Failed,Electronics,MER121,Merchant 21,Location 41,Debit,Net Banking
TX68542,ACC2,CUSTOMER2,Refund,11/27/2024 20:36,343.23,5477.41,Offline,Completed,Entertainment,MER821,Merchant 12,Location 17,Credit,Debit Card
TX23074,ACC2,CUSTOMER2,Refund,11/7/2024 20:26,93.69,7624.89,Online,Pending,Clothing,MER906,Merchant 38,Location 22,Debit,Net Banking
TX43357,ACC2,CUSTOMER2,Purchase,1/27/2025 15:35,282.5,240.1,Mobile,Failed,Clothing,MER701,Merchant 76,Location 6,Debit,Debit Card
TX47763,ACC2,CUSTOMER2,Refund,2/28/2025 19:32,113.44,9468,Online,Pending,Groceries,MER623,Merchant 21,Location 37,Debit,Debit Card
TX40200,ACC2,CUSTOMER2,Purchase,9/27/2024 4:02,90.41,7116.49,Offline,Pending,Clothing,MER304,Merchant 43,Location 24,Debit,Credit Card
TX89875,ACC2,CUSTOMER2,Transfer,12/20/2024 13:16,21.6,6884.35,Online,Pending,Groceries,MER210,Merchant 81,Location 43,Debit,Debit Card
TX29676,ACC2,CUSTOMER2,Purchase,11/12/2024 3:18,487.04,6925.58,Online,Completed,Entertainment,MER101,Merchant 18,Location 45,Credit,Net Banking
TX83556,ACC2,CUSTOMER2,Purchase,12/11/2024 17:31,248.29,2866.45,Offline,Pending,Entertainment,MER872,Merchant 74,Location 43,Debit,Wallet
TX50479,ACC2,CUSTOMER2,Refund,12/27/2024 4:56,260.37,6423.17,Offline,Failed,Groceries,MER220,Merchant 91,Location 22,Debit,Wallet
TX51658,ACC2,CUSTOMER2,Refund,12/31/2024 13:20,449.82,4371.51,Offline,Pending,Groceries,MER284,Merchant 18,Location 31,Credit,Net Banking
TX88801,ACC2,CUSTOMER2,Transfer,1/11/2025 7:00,399.31,4649.36,Online,Completed,Electronics,MER112,Merchant 3,Location 9,Debit,Credit Card
TX66412,ACC2,CUSTOMER2,Transfer,10/23/2024 23:47,18.54,4406.36,Offline,Pending,Electronics,MER231,Merchant 20,Location 29,Credit,Credit Card
TX87157,ACC2,CUSTOMER2,Transfer,10/3/2024 1:43,267.9,9279.04,Offline,Failed,Clothing,MER565,Merchant 85,Location 46,Credit,Credit Card
TX59845,ACC2,CUSTOMER2,Transfer,2/6/2025 16:41,178.54,6974.36,Mobile,Completed,Electronics,MER127,Merchant 29,Location 38,Credit,Credit Card
TX91171,ACC2,CUSTOMER2,Transfer,2/25/2025 1:19,284.67,7588.64,Online,Completed,Clothing,MER967,Merchant 55,Location 48,Debit,Debit Card
TX24746,ACC2,CUSTOMER2,Purchase,11/16/2024 0:55,55.52,8715.56,Online,Failed,Electronics,MER952,Merchant 79,Location 18,Debit,Wallet
TX32538,ACC2,CUSTOMER2,Purchase,2/8/2025 14:40,401.24,9184.12,Offline,Completed,Entertainment,MER720,Merchant 25,Location 36,Credit,Net Banking
TX65196,ACC2,CUSTOMER2,Purchase,11/28/2024 3:32,395.88,8939.54,Offline,Completed,Clothing,MER867,Merchant 95,Location 11,Debit,Wallet
TX92506,ACC2,CUSTOMER2,Refund,11/13/2024 1:58,64.97,2980.03,Mobile,Failed,Entertainment,MER996,Merchant 69,Location 42,Debit,Net Banking
TX37780,ACC2,CUSTOMER2,Refund,10/10/2024 15:11,232.36,1833.23,Mobile,Completed,Entertainment,MER161,Merchant 10,Location 16,Debit,Debit Card
TX67765,ACC2,CUSTOMER2,Refund,10/1/2024 21:59,308.5,499.87,Mobile,Failed,Groceries,MER402,Merchant 76,Location 34,Credit,Wallet
TX80699,ACC2,CUSTOMER2,Transfer,10/28/2024 19:56,58.73,3311.58,Mobile,Completed,Entertainment,MER182,Merchant 73,Location 36,Debit,Debit Card
TX54978,ACC2,CUSTOMER2,Refund,1/20/2025 4:20,152.47,9697.72,Online,Failed,Groceries,MER511,Merchant 35,Location 13,Debit,Debit Card
TX67546,ACC2,CUSTOMER2,Purchase,9/20/2024 6:49,134.83,4346.05,Online,Completed,Entertainment,MER996,Merchant 21,Location 27,Debit,Net Banking
TX27239,ACC2,CUSTOMER2,Purchase,10/3/2024 10:21,203.12,2009.35,Offline,Pending,Groceries,MER751,Merchant 21,Location 13,Debit,Debit Card
TX24959,ACC2,CUSTOMER2,Refund,3/2/2025 8:09,26.95,3052.21,Online,Pending,Groceries,MER491,Merchant 92,Location 33,Credit,Net Banking
TX33590,ACC2,CUSTOMER2,Transfer,9/29/2024 4:39,164.34,3114.2,Mobile,Pending,Entertainment,MER366,Merchant 47,Location 41,Debit,Credit Card
TX59512,ACC2,CUSTOMER2,Transfer,2/15/2025 2:31,101.91,3280.24,Online,Failed,Entertainment,MER137,Merchant 49,Location 25,Debit,Credit Card
TX83879,ACC2,CUSTOMER2,Refund,1/21/2025 10:50,308.81,3261.22,Offline,Completed,Clothing,MER342,Merchant 41,Location 43,Credit,Net Banking
TX57819,ACC2,CUSTOMER2,Purchase,12/22/2024 8:23,481.61,8701.97,Mobile,Pending,Groceries,MER583,Merchant 58,Location 18,Debit,Debit Card
TX71534,ACC2,CUSTOMER2,Refund,12/6/2024 9:36,301.24,5771.84,Offline,Completed,Electronics,MER359,Merchant 17,Location 47,Credit,Debit Card
TX40210,ACC2,CUSTOMER2,Refund,1/7/2025 7:48,126.75,7392.27,Mobile,Failed,Groceries,MER929,Merchant 96,Location 29,Credit,Credit Card
TX30957,ACC2,CUSTOMER2,Purchase,10/12/2024 11:06,328.98,1973.34,Offline,Completed,Groceries,MER482,Merchant 98,Location 44,Debit,Net Banking
TX13197,ACC2,CUSTOMER2,Refund,12/10/2024 8:54,458.94,9387.63,Online,Pending,Entertainment,MER144,Merchant 97,Location 29,Debit,Wallet
TX72999,ACC2,CUSTOMER2,Purchase,10/12/2024 15:41,459.25,6517.26,Offline,Failed,Groceries,MER423,Merchant 25,Location 8,Debit,Debit Card
TX73236,ACC2,CUSTOMER2,Refund,1/1/2025 14:34,110.87,5191.29,Online,Failed,Groceries,MER704,Merchant 60,Location 41,Credit,Wallet
TX69617,ACC2,CUSTOMER2,Transfer,11/15/2024 19:23,169.2,6826.43,Mobile,Pending,Groceries,MER527,Merchant 18,Location 21,Debit,Debit Card
TX59510,ACC2,CUSTOMER2,Refund,3/6/2025 3:26,326.42,7113.53,Online,Pending,Entertainment,MER397,Merchant 81,Location 11,Debit,Wallet
TX71008,ACC2,CUSTOMER2,Purchase,3/2/2025 7:00,186.74,4852.62,Offline,Pending,Entertainment,MER894,Merchant 21,Location 11,Credit,Net Banking
